/home/nice/data/IMG/center_2020_01_31_16_59_20_669.jpg,/home/nice/data/IMG/left_2020_01_31_16_59_20_669.jpg,/home/nice/data/IMG/right_2020_01_31_16_59_20_669.jpg,0,0,0,1.76627E-06
/home/nice/data/IMG/center_2020_01_31_16_59_20_764.jpg,/home/nice/data/IMG/left_2020_01_31_16_59_20_764.jpg,/home/nice/data/IMG/right_2020_01_31_16_59_20_764.jpg,0,0,0,6.204059E-06
/home/nice/data/IMG/center_2020_01_31_16_59_20_856.jpg,/home/nice/data/IMG/left_2020_01_31_16_59_20_856.jpg,/home/nice/data/IMG/right_2020_01_31_16_59_20_856.jpg,0,0,0,8.361621E-06
/home/nice/data/IMG/center_2020_01_31_16_59_20_948.jpg,/home/nice/data/IMG/left_2020_01_31_16_59_20_948.jpg,/home/nice/data/IMG/right_2020_01_31_16_59_20_948.jpg,0,0,0,3.321202E-07
/home/nice/data/IMG/center_2020_01_31_16_59_21_045.jpg,/home/nice/data/IMG/left_2020_01_31_16_59_21_045.jpg,/home/nice/data/IMG/right_2020_01_31_16_59_21_045.jpg,0,0,0,8.190652E-06
/home/nice/data/IMG/center_2020_01_31_16_59_21_145.jpg,/home/nice/data/IMG/left_2020_01_31_16_59_21_145.jpg,/home/nice/data/IMG/right_2020_01_31_16_59_21_145.jpg,0,0,0,1.031294E-05
/home/nice/data/IMG/center_2020_01_31_16_59_21_236.jpg,/home/nice/data/IMG/left_2020_01_31_16_59_21_236.jpg,/home/nice/data/IMG/right_2020_01_31_16_59_21_236.jpg,0,0,0,8.451289E-06
/home/nice/data/IMG/center_2020_01_31_16_59_21_330.jpg,/home/nice/data/IMG/left_2020_01_31_16_59_21_330.jpg,/home/nice/data/IMG/right_2020_01_31_16_59_21_330.jpg,0,0,0,3.212268E-06
/home/nice/data/IMG/center_2020_01_31_16_59_21_422.jpg,/home/nice/data/IMG/left_2020_01_31_16_59_21_422.jpg,/home/nice/data/IMG/right_2020_01_31_16_59_21_422.jpg,0,0,0,1.327151E-05
/home/nice/data/IMG/center_2020_01_31_16_59_21_516.jpg,/home/nice/data/IMG/left_2020_01_31_16_59_21_516.jpg,/home/nice/data/IMG/right_2020_01_31_16_59_21_516.jpg,0,0,0,1.085116E-05
/home/nice/data/IMG/center_2020_01_31_16_59_21_608.jpg,/home/nice/data/IMG/left_2020_01_31_16_59_21_608.jpg,/home/nice/data/IMG/right_2020_01_31_16_59_21_608.jpg,0,0,0,3.533017E-06
/home/nice/data/IMG/center_2020_01_31_16_59_21_705.jpg,/home/nice/data/IMG/left_2020_01_31_16_59_21_705.jpg,/home/nice/data/IMG/right_2020_01_31_16_59_21_705.jpg,0,0.2766895,0,0.2623814
/home/nice/data/IMG/center_2020_01_31_16_59_21_797.jpg,/home/nice/data/IMG/left_2020_01_31_16_59_21_797.jpg,/home/nice/data/IMG/right_2020_01_31_16_59_21_797.jpg,0,0.5534184,0,0.7048849
/home/nice/data/IMG/center_2020_01_31_16_59_21_888.jpg,/home/nice/data/IMG/left_2020_01_31_16_59_21_888.jpg,/home/nice/data/IMG/right_2020_01_31_16_59_21_888.jpg,0,0.8251469,0,1.561391
/home/nice/data/IMG/center_2020_01_31_16_59_21_984.jpg,/home/nice/data/IMG/left_2020_01_31_16_59_21_984.jpg,/home/nice/data/IMG/right_2020_01_31_16_59_21_984.jpg,0,1,0,2.748065
/home/nice/data/IMG/center_2020_01_31_16_59_22_079.jpg,/home/nice/data/IMG/left_2020_01_31_16_59_22_079.jpg,/home/nice/data/IMG/right_2020_01_31_16_59_22_079.jpg,0,1,0,3.921213
/home/nice/data/IMG/center_2020_01_31_16_59_22_179.jpg,/home/nice/data/IMG/left_2020_01_31_16_59_22_179.jpg,/home/nice/data/IMG/right_2020_01_31_16_59_22_179.jpg,0,1,0,5.088273
/home/nice/data/IMG/center_2020_01_31_16_59_22_274.jpg,/home/nice/data/IMG/left_2020_01_31_16_59_22_274.jpg,/home/nice/data/IMG/right_2020_01_31_16_59_22_274.jpg,0,1,0,6.013328
/home/nice/data/IMG/center_2020_01_31_16_59_22_368.jpg,/home/nice/data/IMG/left_2020_01_31_16_59_22_368.jpg,/home/nice/data/IMG/right_2020_01_31_16_59_22_368.jpg,0,1,0,7.159564
/home/nice/data/IMG/center_2020_01_31_16_59_22_457.jpg,/home/nice/data/IMG/left_2020_01_31_16_59_22_457.jpg,/home/nice/data/IMG/right_2020_01_31_16_59_22_457.jpg,0,1,0,8.294679
/home/nice/data/IMG/center_2020_01_31_16_59_22_549.jpg,/home/nice/data/IMG/left_2020_01_31_16_59_22_549.jpg,/home/nice/data/IMG/right_2020_01_31_16_59_22_549.jpg,-0.1,1,0,9.192599
/home/nice/data/IMG/center_2020_01_31_16_59_22_643.jpg,/home/nice/data/IMG/left_2020_01_31_16_59_22_643.jpg,/home/nice/data/IMG/right_2020_01_31_16_59_22_643.jpg,-0.35,1,0,10.27267
